"date","geo","parent_sector","naics","value"
2012-12-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53000
2012-12-01,"Newfoundland and Labrador","goods","Agriculture",1500
2012-12-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16200
2012-12-01,"Newfoundland and Labrador","goods","Utilities",2900
2012-12-01,"Newfoundland and Labrador","goods","Construction",21800
2012-12-01,"Newfoundland and Labrador","goods","Manufacturing",10700
2012-12-01,"Newfoundland and Labrador","total services","Services-producing sector",190900
2012-12-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35200
2012-12-01,"Newfoundland and Labrador","services","Transportation and warehousing",11800
2012-12-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9500
2012-12-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9900
2012-12-01,"Newfoundland and Labrador","services","Business, building and other support services",6700
2012-12-01,"Newfoundland and Labrador","services","Educational services",17800
2012-12-01,"Newfoundland and Labrador","services","Health care and social assistance",39800
2012-12-01,"Newfoundland and Labrador","services","Information, culture and recreation",7300
2012-12-01,"Newfoundland and Labrador","services","Accommodation and food services",16600
2012-12-01,"Newfoundland and Labrador","services","Other services (except public administration)",16400
2012-12-01,"Newfoundland and Labrador","services","Public administration",20000
2013-01-01,"Newfoundland and Labrador","all industries","Total employed, all industries",242700
2013-01-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53300
2013-01-01,"Newfoundland and Labrador","goods","Agriculture",1300
2013-01-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16000
2013-01-01,"Newfoundland and Labrador","goods","Utilities",2900
2013-01-01,"Newfoundland and Labrador","goods","Construction",22200
2013-01-01,"Newfoundland and Labrador","goods","Manufacturing",10900
2013-01-01,"Newfoundland and Labrador","total services","Services-producing sector",189400
2013-01-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35000
2013-01-01,"Newfoundland and Labrador","services","Transportation and warehousing",11700
2013-01-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9400
2013-01-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9700
2013-01-01,"Newfoundland and Labrador","services","Business, building and other support services",7100
2013-01-01,"Newfoundland and Labrador","services","Educational services",17700
2013-01-01,"Newfoundland and Labrador","services","Health care and social assistance",39500
2013-01-01,"Newfoundland and Labrador","services","Information, culture and recreation",6600
2013-01-01,"Newfoundland and Labrador","services","Accommodation and food services",17000
2013-01-01,"Newfoundland and Labrador","services","Other services (except public administration)",16000
2013-01-01,"Newfoundland and Labrador","services","Public administration",19800
2013-02-01,"Newfoundland and Labrador","all industries","Total employed, all industries",243400
2013-02-01,"Newfoundland and Labrador","total goods","Goods-producing sector",54600
2013-02-01,"Newfoundland and Labrador","goods","Agriculture",1500
2013-02-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16200
2013-02-01,"Newfoundland and Labrador","goods","Utilities",2900
2013-02-01,"Newfoundland and Labrador","goods","Construction",22500
2013-02-01,"Newfoundland and Labrador","goods","Manufacturing",11500
2013-02-01,"Newfoundland and Labrador","total services","Services-producing sector",188800
2013-02-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35200
2013-02-01,"Newfoundland and Labrador","services","Transportation and warehousing",11700
2013-02-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9500
2013-02-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9900
2013-02-01,"Newfoundland and Labrador","services","Business, building and other support services",6800
2013-02-01,"Newfoundland and Labrador","services","Educational services",17000
2013-02-01,"Newfoundland and Labrador","services","Health care and social assistance",40200
2013-02-01,"Newfoundland and Labrador","services","Information, culture and recreation",6200
2013-02-01,"Newfoundland and Labrador","services","Accommodation and food services",17000
2013-02-01,"Newfoundland and Labrador","services","Other services (except public administration)",15200
2013-02-01,"Newfoundland and Labrador","services","Public administration",20100
2013-03-01,"Newfoundland and Labrador","all industries","Total employed, all industries",241400
2013-03-01,"Newfoundland and Labrador","total goods","Goods-producing sector",54800
2013-03-01,"Newfoundland and Labrador","goods","Agriculture",1100
2013-03-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16200
2013-03-01,"Newfoundland and Labrador","goods","Utilities",3000
2013-03-01,"Newfoundland and Labrador","goods","Construction",22900
2013-03-01,"Newfoundland and Labrador","goods","Manufacturing",11600
2013-03-01,"Newfoundland and Labrador","total services","Services-producing sector",186700
2013-03-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35500
2013-03-01,"Newfoundland and Labrador","services","Transportation and warehousing",10600
2013-03-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",9100
2013-03-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9600
2013-03-01,"Newfoundland and Labrador","services","Business, building and other support services",6300
2013-03-01,"Newfoundland and Labrador","services","Educational services",17300
2013-03-01,"Newfoundland and Labrador","services","Health care and social assistance",39500
2013-03-01,"Newfoundland and Labrador","services","Information, culture and recreation",6300
2013-03-01,"Newfoundland and Labrador","services","Accommodation and food services",16400
2013-03-01,"Newfoundland and Labrador","services","Other services (except public administration)",16000
2013-03-01,"Newfoundland and Labrador","services","Public administration",20100
2013-04-01,"Newfoundland and Labrador","all industries","Total employed, all industries",238600
2013-04-01,"Newfoundland and Labrador","total goods","Goods-producing sector",53900
2013-04-01,"Newfoundland and Labrador","goods","Agriculture",1400
2013-04-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",16500
2013-04-01,"Newfoundland and Labrador","goods","Utilities",2900
2013-04-01,"Newfoundland and Labrador","goods","Construction",22700
2013-04-01,"Newfoundland and Labrador","goods","Manufacturing",10500
2013-04-01,"Newfoundland and Labrador","total services","Services-producing sector",184600
2013-04-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35200
2013-04-01,"Newfoundland and Labrador","services","Transportation and warehousing",10500
2013-04-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",8900
2013-04-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",8900
2013-04-01,"Newfoundland and Labrador","services","Business, building and other support services",6600
2013-04-01,"Newfoundland and Labrador","services","Educational services",18500
2013-04-01,"Newfoundland and Labrador","services","Health care and social assistance",39500
2013-04-01,"Newfoundland and Labrador","services","Information, culture and recreation",5600
2013-04-01,"Newfoundland and Labrador","services","Accommodation and food services",16000
2013-04-01,"Newfoundland and Labrador","services","Other services (except public administration)",15400
2013-04-01,"Newfoundland and Labrador","services","Public administration",19800
2013-05-01,"Newfoundland and Labrador","all industries","Total employed, all industries",240000
2013-05-01,"Newfoundland and Labrador","total goods","Goods-producing sector",54900
2013-05-01,"Newfoundland and Labrador","goods","Agriculture",900
2013-05-01,"Newfoundland and Labrador","goods","Forestry, fishing, mining, quarrying, oil and gas",17600
2013-05-01,"Newfoundland and Labrador","goods","Utilities",2600
2013-05-01,"Newfoundland and Labrador","goods","Construction",22100
2013-05-01,"Newfoundland and Labrador","goods","Manufacturing",11600
2013-05-01,"Newfoundland and Labrador","total services","Services-producing sector",185100
2013-05-01,"Newfoundland and Labrador","services","Wholesale and retail trade",35900
2013-05-01,"Newfoundland and Labrador","services","Transportation and warehousing",10200
2013-05-01,"Newfoundland and Labrador","services","Finance, insurance, real estate, rental and leasing",8900
2013-05-01,"Newfoundland and Labrador","services","Professional, scientific and technical services",9000
2013-05-01,"Newfoundland and Labrador","services","Business, building and other support services",7500
2013-05-01,"Newfoundland and Labrador","services","Educational services",17700
2013-05-01,"Newfoundland and Labrador","services","Health care and social assistance",39000
2013-05-01,"Newfoundland and Labrador","services","Information, culture and recreation",5500
2013-05-01,"Newfoundland and Labrador","services","Accommodation and food services",16700
2013-05-01,"Newfoundland and Labrador","services","Other services (except public administration)",15100
2013-05-01,"Newfoundland and Labrador","services","Public administration",19700
